Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
h2database,org.h2.test.store,TestShardedMap,testLinearSplit,Magic Number,The method contains a magic number: 5,34
h2database,org.h2.test.store,TestShardedMap,testLinearSplit,Magic Number,The method contains a magic number: 5,34
h2database,org.h2.test.store,TestShardedMap,testLinearSplit,Magic Number,The method contains a magic number: 10,34
h2database,org.h2.test.store,TestShardedMap,testLinearSplit,Magic Number,The method contains a magic number: 10,34
h2database,org.h2.test.store,TestShardedMap,testLinearSplit,Magic Number,The method contains a magic number: 10,34
h2database,org.h2.test.store,TestShardedMap,testLinearSplit,Magic Number,The method contains a magic number: 10,34
h2database,org.h2.test.store,TestShardedMap,testLinearSplit,Magic Number,The method contains a magic number: 10,34
h2database,org.h2.test.store,TestShardedMap,testLinearSplit,Magic Number,The method contains a magic number: 10,34
h2database,org.h2.test.store,TestShardedMap,testReplication,Magic Number,The method contains a magic number: 10,56
h2database,org.h2.test.store,TestShardedMap,testReplication,Magic Number,The method contains a magic number: 10,56
h2database,org.h2.test.store,TestShardedMap,testReplication,Magic Number,The method contains a magic number: 10,56
h2database,org.h2.test.store,TestShardedMap,testReplication,Magic Number,The method contains a magic number: 10,56
h2database,org.h2.test.store,TestShardedMap,testReplication,Magic Number,The method contains a magic number: 10,56
h2database,org.h2.test.store,TestShardedMap,testReplication,Magic Number,The method contains a magic number: 10,56
h2database,org.h2.test.store,TestShardedMap,testOverlap,Magic Number,The method contains a magic number: 10,78
h2database,org.h2.test.store,TestShardedMap,testOverlap,Magic Number,The method contains a magic number: 5,78
h2database,org.h2.test.store,TestShardedMap,testOverlap,Magic Number,The method contains a magic number: 20,78
h2database,org.h2.test.store,TestShardedMap,testOverlap,Magic Number,The method contains a magic number: 10,78
h2database,org.h2.test.store,TestShardedMap,testOverlap,Magic Number,The method contains a magic number: 20,78
h2database,org.h2.test.store,TestShardedMap,testOverlap,Magic Number,The method contains a magic number: 10,78
h2database,org.h2.test.store,TestSpinLock,test,Magic Number,The method contains a magic number: 10000,35
h2database,org.h2.test.store,TestSpinLock,test,Magic Number,The method contains a magic number: 100000,35
h2database,org.h2.test.store,TestSpinLock,run,Magic Number,The method contains a magic number: 10000,39
h2database,org.h2.test.store,TestStreamStore,testMaxBlockKey,Magic Number,The method contains a magic number: 128,58
h2database,org.h2.test.store,TestStreamStore,testMaxBlockKey,Magic Number,The method contains a magic number: 64,58
h2database,org.h2.test.store,TestStreamStore,testMaxBlockKey,Magic Number,The method contains a magic number: 1024,58
h2database,org.h2.test.store,TestStreamStore,testMaxBlockKey,Magic Number,The method contains a magic number: 1024,58
h2database,org.h2.test.store,TestStreamStore,testMaxBlockKey,Magic Number,The method contains a magic number: 2,58
h2database,org.h2.test.store,TestStreamStore,testIOException,Magic Number,The method contains a magic number: 1024,75
h2database,org.h2.test.store,TestStreamStore,testIOException,Magic Number,The method contains a magic number: 1024,75
h2database,org.h2.test.store,TestStreamStore,testSaveCount,Magic Number,The method contains a magic number: 256,93
h2database,org.h2.test.store,TestStreamStore,testSaveCount,Magic Number,The method contains a magic number: 1024,93
h2database,org.h2.test.store,TestStreamStore,testSaveCount,Magic Number,The method contains a magic number: 8,93
h2database,org.h2.test.store,TestStreamStore,testSaveCount,Magic Number,The method contains a magic number: 16,93
h2database,org.h2.test.store,TestStreamStore,testSaveCount,Magic Number,The method contains a magic number: 5,93
h2database,org.h2.test.store,TestStreamStore,testExceptionDuringStore,Magic Number,The method contains a magic number: 1024,111
h2database,org.h2.test.store,TestStreamStore,testReadCount,Magic Number,The method contains a magic number: 2,124
h2database,org.h2.test.store,TestStreamStore,testReadCount,Magic Number,The method contains a magic number: 100,124
h2database,org.h2.test.store,TestStreamStore,testReadCount,Magic Number,The method contains a magic number: 100,124
h2database,org.h2.test.store,TestStreamStore,testReadCount,Magic Number,The method contains a magic number: 100,124
h2database,org.h2.test.store,TestStreamStore,testReadCount,Magic Number,The method contains a magic number: 20,124
h2database,org.h2.test.store,TestStreamStore,testReadCount,Magic Number,The method contains a magic number: 200,124
h2database,org.h2.test.store,TestStreamStore,getAutoCommitStreamStore,Magic Number,The method contains a magic number: 2,158
h2database,org.h2.test.store,TestStreamStore,onStore,Magic Number,The method contains a magic number: 2,161
h2database,org.h2.test.store,TestStreamStore,testLarge,Magic Number,The method contains a magic number: 1024,170
h2database,org.h2.test.store,TestStreamStore,testLarge,Magic Number,The method contains a magic number: 1024,170
h2database,org.h2.test.store,TestStreamStore,testLarge,Magic Number,The method contains a magic number: 4,170
h2database,org.h2.test.store,TestStreamStore,read,Magic Number,The method contains a magic number: 255,204
h2database,org.h2.test.store,TestStreamStore,read,Magic Number,The method contains a magic number: 4,211
h2database,org.h2.test.store,TestStreamStore,read,Magic Number,The method contains a magic number: 8,211
h2database,org.h2.test.store,TestStreamStore,testTreeStructure,Magic Number,The method contains a magic number: 10,242
h2database,org.h2.test.store,TestStreamStore,testTreeStructure,Magic Number,The method contains a magic number: 100,242
h2database,org.h2.test.store,TestStreamStore,testTreeStructure,Magic Number,The method contains a magic number: 10000,242
h2database,org.h2.test.store,TestStreamStore,testTreeStructure,Magic Number,The method contains a magic number: 3,242
h2database,org.h2.test.store,TestStreamStore,testFormat,Magic Number,The method contains a magic number: 10,267
h2database,org.h2.test.store,TestStreamStore,testFormat,Magic Number,The method contains a magic number: 20,267
h2database,org.h2.test.store,TestStreamStore,testFormat,Magic Number,The method contains a magic number: 123,267
h2database,org.h2.test.store,TestStreamStore,testFormat,Magic Number,The method contains a magic number: 200,267
h2database,org.h2.test.store,TestStreamStore,testFormat,Magic Number,The method contains a magic number: 200,267
h2database,org.h2.test.store,TestStreamStore,testFormat,Magic Number,The method contains a magic number: 3,267
h2database,org.h2.test.store,TestStreamStore,testFormat,Magic Number,The method contains a magic number: 10,267
h2database,org.h2.test.store,TestStreamStore,testFormat,Magic Number,The method contains a magic number: 3,267
h2database,org.h2.test.store,TestStreamStore,testFormat,Magic Number,The method contains a magic number: 0xbb,267
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 10,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 20,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 10,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 20,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 10,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 10,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 10,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 20,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 10,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 20,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 5,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 20,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 88,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 15,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 15,300
h2database,org.h2.test.store,TestStreamStore,testWithExistingData,Magic Number,The method contains a magic number: 15,300
h2database,org.h2.test.store,TestStreamStore,testWithFullMap,Magic Number,The method contains a magic number: 2,343
h2database,org.h2.test.store,TestStreamStore,testWithFullMap,Magic Number,The method contains a magic number: 20,343
h2database,org.h2.test.store,TestStreamStore,testWithFullMap,Magic Number,The method contains a magic number: 100,343
h2database,org.h2.test.store,TestStreamStore,testWithFullMap,Magic Number,The method contains a magic number: 100,343
h2database,org.h2.test.store,TestStreamStore,testWithFullMap,Magic Number,The method contains a magic number: 64,343
h2database,org.h2.test.store,TestStreamStore,testWithFullMap,Magic Number,The method contains a magic number: 2,343
h2database,org.h2.test.store,TestStreamStore,containsKey,Magic Number,The method contains a magic number: 2,349
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 256,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 1024,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 256,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 10,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 20,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 1000,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 20,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 128,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 10,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 128,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 20,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 200,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 10,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 128,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 10,370
h2database,org.h2.test.store,TestStreamStore,testLoop,Magic Number,The method contains a magic number: 128,370
h2database,org.h2.test.store,TestStreamStore,test,Complex Method,Cyclomatic complexity of the method is 11,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 255,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 2,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 3,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 3,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 255,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 12,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 12,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 12,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 12,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 255,388
h2database,org.h2.test.store,TestStreamStore,test,Magic Number,The method contains a magic number: 13,388
h2database,org.h2.test.store,RandomStream,read,Magic Number,The method contains a magic number: 255,204
h2database,org.h2.test.store,RandomStream,read,Magic Number,The method contains a magic number: 4,211
h2database,org.h2.test.store,RandomStream,read,Magic Number,The method contains a magic number: 8,211
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 100L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 200L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 30L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 300L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 40L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 400L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 150L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 150L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 100L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 40L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 400L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 40L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 200L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 200L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 40L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 40L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 100L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 200L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 40L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 400L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 40L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 40L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 40L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 45L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 45L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 100L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 100L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 200L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 25L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 20L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 25L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 5L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 5L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 100L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 100L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 10L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 15L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 30L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 300L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 35L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 30L,72
h2database,org.h2.test.store,TestTransactionStore,testHCLFKey,Magic Number,The method contains a magic number: 35L,72
h2database,org.h2.test.store,TestTransactionStore,testConcurrentAddRemove,Empty catch clause,The method has an empty catch block.,142
h2database,org.h2.test.store,TestTransactionStore,testConcurrentAddRemove,Magic Number,The method contains a magic number: 3,142
h2database,org.h2.test.store,TestTransactionStore,testConcurrentAddRemove,Magic Number,The method contains a magic number: 2,142
h2database,org.h2.test.store,TestTransactionStore,testConcurrentAddRemove,Magic Number,The method contains a magic number: 1000,142
h2database,org.h2.test.store,TestTransactionStore,call,Empty catch clause,The method has an empty catch block.,154
h2database,org.h2.test.store,TestTransactionStore,testConcurrentAdd,Magic Number,The method contains a magic number: 100000,180
h2database,org.h2.test.store,TestTransactionStore,testConcurrentAdd,Magic Number,The method contains a magic number: 4000,180
h2database,org.h2.test.store,TestTransactionStore,testConcurrentAdd,Magic Number,The method contains a magic number: 0.9,180
h2database,org.h2.test.store,TestTransactionStore,testConcurrentAdd,Magic Number,The method contains a magic number: 0.9,180
h2database,org.h2.test.store,TestTransactionStore,testCountWithOpenTransactions,Magic Number,The method contains a magic number: 150,237
h2database,org.h2.test.store,TestTransactionStore,testCountWithOpenTransactions,Magic Number,The method contains a magic number: 10,237
h2database,org.h2.test.store,TestTransactionStore,testCountWithOpenTransactions,Magic Number,The method contains a magic number: 3,237
h2database,org.h2.test.store,TestTransactionStore,testCountWithOpenTransactions,Magic Number,The method contains a magic number: 10,237
h2database,org.h2.test.store,TestTransactionStore,testConcurrentUpdate,Magic Number,The method contains a magic number: 10,270
h2database,org.h2.test.store,TestTransactionStore,testConcurrentUpdate,Magic Number,The method contains a magic number: 20,270
h2database,org.h2.test.store,TestTransactionStore,testConcurrentUpdate,Magic Number,The method contains a magic number: 10,270
h2database,org.h2.test.store,TestTransactionStore,testConcurrentUpdate,Magic Number,The method contains a magic number: 10,270
h2database,org.h2.test.store,TestTransactionStore,testRepeatedChange,Magic Number,The method contains a magic number: 2000,289
h2database,org.h2.test.store,TestTransactionStore,testTransactionAge,Magic Number,The method contains a magic number: 16,311
h2database,org.h2.test.store,TestTransactionStore,testTransactionAge,Magic Number,The method contains a magic number: 64,311
h2database,org.h2.test.store,TestTransactionStore,testTransactionAge,Magic Number,The method contains a magic number: 16,311
h2database,org.h2.test.store,TestTransactionStore,testTransactionAge,Magic Number,The method contains a magic number: 16,311
h2database,org.h2.test.store,TestTransactionStore,testTransactionAge,Magic Number,The method contains a magic number: 16,311
h2database,org.h2.test.store,TestTransactionStore,testTransactionAge,Magic Number,The method contains a magic number: 64,311
h2database,org.h2.test.store,TestTransactionStore,testTransactionAge,Magic Number,The method contains a magic number: 16,311
h2database,org.h2.test.store,TestTransactionStore,testTwoPhaseCommit,Magic Number,The method contains a magic number: 2,468
h2database,org.h2.test.store,TestTransactionStore,testTwoPhaseCommit,Magic Number,The method contains a magic number: 2,468
h2database,org.h2.test.store,TestTransactionStore,testTwoPhaseCommit,Magic Number,The method contains a magic number: 2,468
h2database,org.h2.test.store,TestTransactionStore,testTwoPhaseCommit,Magic Number,The method contains a magic number: 2,468
h2database,org.h2.test.store,TestTransactionStore,testTwoPhaseCommit,Magic Number,The method contains a magic number: 2,468
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Complex Method,Cyclomatic complexity of the method is 19,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Long Method,The method has 142 lines of code.,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 3,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 1000,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 10,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 2,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 7,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 2,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 3,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 4,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 5,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 6,572
h2database,org.h2.test.store,TestTransactionStore,testCompareWithPostgreSQL,Magic Number,The method contains a magic number: 2,572
h2database,org.h2.test.store,TestTransactionStore,testStoreMultiThreadedReads,Magic Number,The method contains a magic number: 10000,862
h2database,org.h2.test.store,TestTransactionStore,testCommitAfterMapRemoval,Magic Number,The method contains a magic number: 2L,916
h2database,org.h2.test.store,TestTransactionStore,testDeadLock,Magic Number,The method contains a magic number: 2,939
h2database,org.h2.test.store,TestTransactionStore,testDeadLock,Long Statement,The length of the statement "TransactionStore ts=new TransactionStore(s`new MetaType<>(null`s.backgroundExceptionHandler)`new ObjectDataType()`10000);" is 121.,946
h2database,org.h2.test.store,TestTransactionStore,testDeadLock,Magic Number,The method contains a magic number: 10000,946
h2database,org.h2.test.synth,BnfRandom,BnfRandom,Complex Method,Cyclomatic complexity of the method is 10,30
h2database,org.h2.test.synth,BnfRandom,BnfRandom,Magic Number,The method contains a magic number: 10,30
h2database,org.h2.test.synth,BnfRandom,BnfRandom,Magic Number,The method contains a magic number: 20,30
h2database,org.h2.test.synth,BnfRandom,BnfRandom,Magic Number,The method contains a magic number: 5,30
h2database,org.h2.test.synth,BnfRandom,BnfRandom,Magic Number,The method contains a magic number: 3,30
h2database,org.h2.test.synth,BnfRandom,BnfRandom,Magic Number,The method contains a magic number: 3,30
h2database,org.h2.test.synth,BnfRandom,BnfRandom,Magic Number,The method contains a magic number: 2,30
h2database,org.h2.test.synth,BnfRandom,getRandomSQL,Complex Conditional,The conditional expression sql.indexOf("TRACE_LEVEL_") < 0 && sql.indexOf("COLLATION") < 0 && sql.indexOf("SCRIPT ") < 0 && sql.indexOf("CSVWRITE") < 0 && sql.indexOf("BACKUP") < 0 && sql.indexOf("DB_CLOSE_DELAY") < 0 is complex.,64
h2database,org.h2.test.synth,BnfRandom,getRandomSQL,Long Statement,The length of the statement "if (sql.indexOf("TRACE_LEVEL_") < 0 && sql.indexOf("COLLATION") < 0 && sql.indexOf("SCRIPT ") < 0 && sql.indexOf("CSVWRITE") < 0 && sql.indexOf("BACKUP") < 0 && sql.indexOf("DB_CLOSE_DELAY") < 0) {" is 197.,64
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Complex Method,Cyclomatic complexity of the method is 18,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 1800,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 200,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 12,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 31,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 24,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 60,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 60,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 100000,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 10000,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 5,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Magic Number,The method contains a magic number: 10,110
h2database,org.h2.test.synth,BnfRandom,getRandomFixed,Missing default,The following switch statement is missing a default case: switch (type) {,110
h2database,org.h2.test.synth,BnfRandom,visitRuleOptional,Magic Number,The method contains a magic number: 10,168
h2database,org.h2.test.synth,BnfRandom,visitRuleOptional,Magic Number,The method contains a magic number: 4,168
h2database,org.h2.test.synth,BnfRandom,visitRuleOptional,Magic Number,The method contains a magic number: 10,179
